recipientGaugeAddr,poolAddress,symbol,distribution,pctDistribution,pctToAura,distroToAura,distroToBalancer,voteWeightNoBoost,staticBoost,dynamicBoost,boost,voteWeight,cap,fixedIncentive
0x8ba2D53F34159C5C5e7add60B56C7dE3BBc1DA68,0xd0EC47c54cA5e20aaAe4616c25C825c7f48D4069,rETH/wETH BPT,18895.72144038076,18.895721440380758,0,0.0,18895.72144038076,1.062670152865554,1.0,1.0,1.0,1.062670152865554,20%,0
0x5a0e92a55800BB5bFd5ec6C7340BfdE7f0947c3E,0x2d6CeD12420a9AF5a83765a8c48Be2aFcD1A8FEb,cbETH/rETH/wstETH,12483.69933692988,12.48369933692988,0,0.0,12483.69933692988,0.2275189149475758,1.5,2.4494818886710092,2.9494818886710092,0.6710629189679547,20%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,0x9791d590788598535278552EEcD4b211bFc790CB,wstETH-WETH-BPT,12479.182082825757,12.479182082825757,0,0.0,12479.182082825757,0.3034528587834563,1.0,2.472442829033188,2.472442829033188,0.7502698446487771,20%,0
0xdB66fFFf713B1FA758E348e69E2f2e24595111cF,0xCDCef9765D369954a4A936064535710f7235110A,ECLP-weETH-wstETH,11186.83506960428,11.18683506960428,0,0.0,11186.83506960428,0.2636551563862605,1.5,1.0,1.5,0.39548273457939076,20%,4000
0x06eaf7bAabEac962301eE21296e711B3052F2c0d,0xc2598280bFeA1Fe18dFcaBD21C7165c40c6859d3,wstETH/sfrxETH,10966.070217185663,10.966070217185662,0,0.0,10966.070217185663,0.43221762767574284,1.5,1.0,1.5,0.6483264415136143,20%,0
0x050fBe33699E56B577c3D6f090eCE9870A0966bd,0x2CE4457aCac29dA4736aE6f5Cd9F583a6b335c27,sFRAX/4POOL,7705.107159605702,7.705107159605702,0,0.0,7705.107159605702,0.4462649223453811,1.0,1.0,1.0,0.4462649223453811,20%,0
0x59907f88C360D576Aa38dba84F26578367F96b6C,0x90e6CB5249f5e1572afBF8A96D8A1ca6aCFFd739,rsETH/wETH,7246.998784860755,7.2469987848607555,0,0.0,7246.998784860755,0.1734695333279586,1.0,1.0,1.0,0.1734695333279586,20%,4000
0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,0x3FD4954a851eaD144c2FF72B1f5a38Ea5976Bd54,ankrETH/wstETH-BPT,6927.648081489092,6.927648081489092,0,0.0,6927.648081489092,0.2707908226606283,1.5,1.0,1.5,0.40618623399094245,20%,0
0x2b52a321Fc2ab77e9fC8488D792BB3CaEA966c0b,0x125bC5a031B2Db6733bfa35d914ffa428095978B,ECLP-AUSDC-AUSDT,5884.15503943563,5.88415503943563,0,0.0,5884.15503943563,0.1873086017364727,1.75,1.0,1.75,0.32779005303882724,20%,0
0x40e86216712cB9871B9C698EA3AFB22f88c00E6e,0xef0c116A2818A5b1A5D836A291856A321f43C2Fb,ECLP-WOETH-WETH,4404.263165440995,4.4042631654409945,0,0.0,4404.263165440995,0.2636195135550357,1.0,1.0,1.0,0.2636195135550357,20%,0
0x7C4A6B0c16cA99e65822Cc531403cE2f8A20A912,0xB61371Ab661B1ACec81C699854D2f911070C059E,ezETH/wstETH,1820.319622241484,1.8203196222414841,0,0.0,1820.319622241484,0.0606588418497748,1.5,1.255632805012743,1.755632805012743,0.10649465266554449,20%,0
